"Id","Label","name","description","followers_count","statuses_count","friends_count","created_at","location","lang","time_zone","status.id_str","status.created_at","status.text"
"197424017","jgmaber","Jenny Mathers","Reader in Dept of International Politics at Aberystwyth University, working on Russian security & women and war",3182,22877,1773,"Fri Oct 01 13:29:17 +0000 2010","Aberystwyth, United Kingdom","en",NA,"895357763819384833","Wed Aug 09 18:55:00 +0000 2017","Will be speaking to @BBCRadioWales early tomorrow morning about North Korea, #Trump and escalating nuclear rhetoric"
"19760151","UofGlasgow","Uni of Glasgow","University of Glasgow: Inspiring people to change the world since 1451. Follow @UofGEvents for events and @UofGNews for media & expert comment. #TeamUofG",67654,14061,2017,"Fri Jan 30 09:06:35 +0000 2009","Scotland","en","London","895403583214157828","Wed Aug 09 21:57:04 +0000 2017","@KilbrydeHospice Well done Marcus! Welcome to #TeamUofG 💘 @UofGMedicine https://t.co/XMQ1nDKOgt"
"19769909","amiskimmon","Alister Miskimmon","School of History, Anthropology, Philosophy and Politics, Queen's University Belfast.",1038,6913,1584,"Fri Jan 30 14:46:26 +0000 2009","Belfast, Northern Ireland","en","Amsterdam","895204425630965760","Wed Aug 09 08:45:41 +0000 2017","Students at top universities snub survey in tuition fees protest https://t.co/yJtE8pjZfA via @FT"
"197876018","UCDLawSchool","UCD School of Law","UCD Sutherland School of Law is the leading centre for legal education and research in Ireland. We're on Facebook too: https://t.co/u9znDLuzQ7",8170,58422,3718,"Sat Oct 02 18:14:36 +0000 2010","Dublin","en-gb","Dublin","895400598077624320","Wed Aug 09 21:45:12 +0000 2017",""" ... The Four Courts burnt. ..."" - Louis MacNeice's poem ‘Dublin’ spoken by @sjsWORDS via @VisitDublin https://t.co/UG9aXLCy3y #LoveDublin"
"1978948454","AnnikaHennl","Annika Hennl","",5,0,24,"Mon Oct 21 14:37:27 +0000 2013","","en-gb",NA,NA,NA,NA
"19811190","paulmasonnews","Paul Mason","Journalist https://t.co/Hrf4OjoGVt",529701,27087,2979,"Sat Jan 31 10:31:39 +0000 2009","London, England","en","London","895342919917473793","Wed Aug 09 17:56:01 +0000 2017","RT @Classthinktank: The #FinancialCrisis: What's Changed Since August 2007? @AnnPettifor @paulmasonnews and @faizashaheen discuss: https://…"
"198121440","UniLuzern","Universität Luzern","",3955,422,117,"Sun Oct 03 12:14:26 +0000 2010","Luzern","de","Bern","890494649189765121","Thu Jul 27 08:50:43 +0000 2017","Berufung von Peter Kirchschläger (Ethik) &amp; Rana Alsoufi (Islam. Theol.), Daniel Speich neu Titularprof. (Geschichte… https://t.co/w7F1cFPE4P"
"19815685","alexhensby","Alexander Hensby","Sociologist at @UniKent. Reluctant self-publicist. Researching student activism, social movements, non-participation, and race & attainment in Higher Education.",433,2235,406,"Sat Jan 31 13:56:49 +0000 2009","London & Canterbury","en","London","893751445463457792","Sat Aug 05 08:32:04 +0000 2017","@mcslaven At least they're good for something"
"19834221","jrf_uk","Joseph Rowntree Fdn.","The Joseph Rowntree Foundation is an independent organisation working to inspire social change through research, policy and practice. #solveukpoverty",146252,33852,73542,"Sat Jan 31 22:05:40 +0000 2009","York, UK","en","London","895316781320949760","Wed Aug 09 16:12:09 +0000 2017","Employment gaps are closing but poverty rates remain high for some ethnic groups https://t.co/MAUAHXsB80"
"198829221","wu_vienna","WU Vienna","Official Twitter Account of Vienna University of Economics and Business (Wirtschaftsuniversität Wien)",4770,2781,896,"Tue Oct 05 10:54:15 +0000 2010","Vienna, Austria","de","Vienna","895187903915184128","Wed Aug 09 07:40:02 +0000 2017","In der Reihe der #WUAwards stellt sich heute Jan Hendrik Fisch auf dem Blog vor: https://t.co/lnp8ud9kml"
"199370876","JonnyFitzGibbon","John FitzGibbon","Programs manager Centre for Teaching Excellence, Boston College. Research Fellow in Politics at Canterbury Christ Church University. My own views etc.",640,4213,635,"Wed Oct 06 18:02:10 +0000 2010","Limerick, Canterbury, Boston","en","London","895366763998826496","Wed Aug 09 19:30:46 +0000 2017","@bearaboi @Erin_Baumann Would you want to be a resident of a country that would admit you? #grouchotrump"
"199633045","icrni","ICR","The Institute for Conflict Research is an independent research organisation based in Belfast, Northern Ireland.",785,169,826,"Thu Oct 07 11:09:15 +0000 2010","Northern Ireland","en","London","402828933545984000","Tue Nov 19 16:01:16 +0000 2013","Have a look at this video commissioned by @belfastcc  to address the under-reporting of hate crime.

http://t.co/KNvQFBEze1"
"19976630","IPPR","IPPR","IPPR, the Institute for Public Policy Research, is the UK’s leading progressive think tank.",61498,12657,4785,"Tue Feb 03 15:18:15 +0000 2009","London","en","London","895197487316815872","Wed Aug 09 08:18:07 +0000 2017","RT @Joe_Dromey: @IPPR .@IPPR's Commission on Economic Justice is developing a new vision for UK economy. Join for launch or interim report…"
"19982065","PaulMagnette","Paul Magnette","",65669,2408,1511,"Tue Feb 03 16:39:04 +0000 2009","","fr","Amsterdam","892114050011852800","Mon Jul 31 20:05:38 +0000 2017","RT @PolBegov: L’heure du bilan pour Marcourt: «Il y a treize ans, j’avais dit: ministre, jamais!» https://t.co/9bOFbVb4nN https://t.co/RqzQ…"
"20045134","WUR","Wageningen U&R","Provides education and generates knowledge with a focus on healthy food and living environment. To explore the potential of nature to improve the #QualityofLife",21769,8614,751,"Wed Feb 04 11:12:15 +0000 2009","Wageningen, The Netherlands","nl","Amsterdam","895253339096612866","Wed Aug 09 12:00:03 +0000 2017","Submit an abstract on #Bacterial #Genetics and participate at #Microbiology Centennial Symposium of WUR. #MICROB100 https://t.co/2enkfZVDxG"
"20069881","peckersley","Peter Eckersley","Postdoctoral Research Associate at Environment Department, University of York. Public policy, sustainability, local governance and austerity",312,1346,711,"Wed Feb 04 17:08:48 +0000 2009","Whitley Bay, UK","en","London","893041496835883008","Thu Aug 03 09:30:59 +0000 2017","RT @VGravey: Environmental Agency critical to implementing environmental rules, much needed after #Brexit -- but facing increased staff cut…"
"200782903","xavspolitics","Politics @ Xavs","Government & Politics @ Xaverian Sixth Form, Manchester. Politics updates plus general inner monologue type ramblings. All views my own & do not represent Xavs.",548,2949,1019,"Sun Oct 10 07:08:09 +0000 2010","M14 5RB","en","London","890854194890113024","Fri Jul 28 08:39:25 +0000 2017","RT @BBCBreaking: Police say there are grounds for corporate manslaughter charges over the Grenfell Tower fire that killed at least 80 https…"
"20098015","davidschneider","David Schneider","Actor, writer, director, fool.",307874,30385,1439,"Wed Feb 04 21:47:34 +0000 2009","London","en","London","895396632124157952","Wed Aug 09 21:29:27 +0000 2017","@OliverBrowne9 I think Kim will walk that one..."
"20165036","PoliticoTeacher","James Armstrong","Head of Sixth Form and Teacher of Politics, Economics and History. Labour. I tweet in a personal capacity.",1030,6689,1358,"Thu Feb 05 17:09:02 +0000 2009","London, England","en","London","893924788074184704","Sat Aug 05 20:00:52 +0000 2017","I'm in Nevada at the moment, which means ""snow covered"" in Spanish. Given the weather, this is more than a little ironic."
"20332111","jose_rivera","Jose Rivera","My craft: IR, Diplomacy #PoliSci. Columnist @VoceroPR. TVComment @TelemundoPR, @SistemaTV, @RadioIslaTV. Lecturer @UnivDelEste @SagradoEdu. @Uni_of_Essex boy.",1383,16729,2785,"Sat Feb 07 20:48:19 +0000 2009","San Juan, Puerto Rico","en","Quito","895412558340907009","Wed Aug 09 22:32:44 +0000 2017","RT @LobeLog: Muqtada al-Sadr’s Saudi Visit and Iraq’s Shifting Shia Politics https://t.co/y9wPpfMAXJ"
"204279080","ETH_en","ETH Zurich","This is the official twitter account of ETH Zurich in English. Stay tuned for the latest news on research, technology and education. Deutscher Account: @eth",17568,2501,209,"Mon Oct 18 10:39:04 +0000 2010","","en","Bern","895255202575642624","Wed Aug 09 12:07:27 +0000 2017","Got an innovative idea? Convince the jury of the Falling Walls Lab in Zurich and win a trip to the finals in Berlin! https://t.co/If6vqfb9P3"
"20526449","hugorifkind","Hugo Rifkind","I didn't write the headline, though.",94893,48244,1465,"Tue Feb 10 17:05:12 +0000 2009","","en","London","895331453549936640","Wed Aug 09 17:10:27 +0000 2017","@Anarchist1968 ..different from those of other people (as is the case in England, too) but also quite definitely Scottish. So. There you go."
"205808868","UTGovernment","UT Government","The Univ. of Texas at Austin Department of Government. Our mission is to offer a nationally acclaimed program of teaching and research in political science.",729,591,745,"Thu Oct 21 17:04:52 +0000 2010","Austin, Texas","en","Central Time (US & Canada)","893279745613234177","Fri Aug 04 01:17:42 +0000 2017","RT @TexasMBB: VIDEO: Team participates in 5-week class to prep for #HornDownUnder @UT_ClarkCenter @UTAustin #SummerU #HookEm   
https://t.c…"
"20660144","UmeaUniversity","Umeå University","The flagship teaching and research university of northern Sweden. Over 50 years of visionary thinking with a global impact. Tweets by the Communications Office.",10157,3216,1168,"Thu Feb 12 07:21:51 +0000 2009","Umeå, Sweden","en","Stockholm","876802360030507009","Mon Jun 19 14:02:27 +0000 2017","Listen to Emmanuelle Charpentier talk about #crispr #genomeediting at the KAW Jubilee symposium @UmeaUniversity… https://t.co/BXPnA69Swo"
"206617660","littvay","Levente Littvay","",412,873,489,"Sat Oct 23 10:24:55 +0000 2010","Budapest","en","Budapest","893880565379846144","Sat Aug 05 17:05:08 +0000 2017","RT @AchKem: Will use this for my students next time: Dan Dannett's rules for criticizing someone: https://t.co/zA3IoiRAU3 https://t.co/05lY…"
"20668369","georgeeaton","George Eaton","Political Editor, New Statesman george@newstatesman.co.uk",61160,37520,3622,"Thu Feb 12 11:11:24 +0000 2009","London","en","Dublin","895402395613753346","Wed Aug 09 21:52:21 +0000 2017","@steve_hawkes With cheerful tweets? (Sorry, know it's late.)"
"20715956","PrincetonUPress","Princeton Univ Press","Princeton University Press is a leading book publisher of academic, trade, and reference titles and textbooks.",31091,14131,1754,"Thu Feb 12 20:45:58 +0000 2009","Princeton, NJ","en","Eastern Time (US & Canada)","895317930711203841","Wed Aug 09 16:16:43 +0000 2017","Mitchell Cohen: The Politics of Opera https://t.co/t3A8qGPmxH https://t.co/Mq5OBjS2Zr"
"20760700","silviafierascu","Silvia Fierascu","PhD Candidate in #comparativepolitics & #networkscience at Central European University",285,383,497,"Fri Feb 13 10:14:04 +0000 2009","Budapest","en","Greenland","895280651313831937","Wed Aug 09 13:48:35 +0000 2017","RT @snresearch_org: Hello world! #ourfirstTweet #snresearch #socialnetworks #politicalnetworks #networkscience Check out our brand new http…"
"20840441","New_Europe","New Europe","Published since 1993, New Europe is the only independent weekly newspaper and daily website bringing you the most important European news and analysis",35877,55563,7595,"Sat Feb 14 10:28:51 +0000 2009","Brussels, Belgium","en","Brussels","895269038040924160","Wed Aug 09 13:02:26 +0000 2017","Why fintechs will head to Lithuania https://t.co/9YMCyPmfo6 #news via @New_Europe https://t.co/UjvZ58iDJp"
"209487731","NottsPolitics","Nottingham Politics","The School of Politics & International Relations, Nottingham University. Blogging at https://t.co/4ZOYDSulKe. We re-tweet to promote debate not to endorse.",6942,16152,2696,"Fri Oct 29 08:46:30 +0000 2010","Nottingham","en",NA,"895248570307293188","Wed Aug 09 11:41:06 +0000 2017","RT @Nottingham_IAPS: #Democracy continues to be undermined in #Cambodia | Catherine Morris https://t.co/F0S4NqLvOd"
"210007066","jonmoskovic","Jonathan Moskovic","Responsable financement et partenariat @daardaar_be / Coordinateur : participation citoyenne @g1000",150,169,264,"Sat Oct 30 10:52:23 +0000 2010","Belgique","fr","Greenland","844234458819706881","Tue Mar 21 17:09:14 +0000 2017","RT @StephPaulissen: Frontière linguistique : DaarDaar à l'origine d'un moment radio historique ! https://t.co/tF0uEtg3pU via @daardaar_be"
"21098736","bennosaurus","Ben Bowman","I teach and research politics, especially young people's politics and I am a dinosaur from the internet.",1928,56758,997,"Tue Feb 17 15:44:22 +0000 2009","South West, England","en","London","895412099907596288","Wed Aug 09 22:30:55 +0000 2017","@WindyCOYS D. Hit ""reset"", load the save game again from July"
"211282144","UNT_PSCI","UNT PoliticalScience","Department of Political Science, University of North Texas",841,411,642,"Tue Nov 02 20:42:11 +0000 2010","Denton, TX","en","Central Time (US & Canada)","863042621136150529","Fri May 12 14:46:10 +0000 2017","RT @UNTPrez: Congratulations to our newest grads! You are beginning a new journey. Congrats #UNT17 #UNTProud https://t.co/j1aFzFbYr1"
"21146176","AucklandUni","Auckland Uni","Official account for the University of Auckland, posting updates about research, news, events & campus life.",36142,5661,5499,"Tue Feb 17 23:33:05 +0000 2009","Auckland, New Zealand","en","Wellington","895150486105473024","Wed Aug 09 05:11:21 +0000 2017","RT @anthroetc: Some #GovernorGrey of @AucklandUni for #InternationalCatDay. https://t.co/tDNhPfogiy"
"2150947393","PAISWarwick","PAIS Warwick","Official Twitter page of the Politics and International Studies (PAIS) department at The University of Warwick.",1424,2295,194,"Wed Oct 23 13:04:43 +0000 2013","The University of Warwick, UK","en",NA,"895300436671987713","Wed Aug 09 15:07:12 +0000 2017","@PAISUndergrad We look forward to working in partnership with our amazing students &amp;  dedicated staff to sustain &amp;… https://t.co/pFeYWHPNO8"
"2150964398","CvdEijk","Cees van der Eijk","Professor Univ of Nottingham;  (comparative) politics; research methods; electoral studies",789,533,84,"Wed Oct 23 13:15:50 +0000 2013","University of Nottingham (UK)","en-gb",NA,"880414561773527045","Thu Jun 29 13:16:03 +0000 2017","RT @GallupNews: More Americans Say Immigrants Help Rather Than Hurt Economy... https://t.co/aIDfVUo2Zl https://t.co/xWCVdbusA2"
"2152668890","FU_Berlin","Freie Universität","Offizieller Twitter-Account der Freien Universität Berlin. Tweets aus der Zentralen Online-Redaktion. Impressum: http://t.co/JSGlpneHiV",8331,3929,573,"Thu Oct 24 10:10:45 +0000 2013","Berlin","de","Berlin","895293591987396608","Wed Aug 09 14:40:00 +0000 2017","Inspiration für die Sprachlehre: Wissenschaftlerinnen @HebrewU waren zu Gast @FU_Berlin https://t.co/jVKnJxlEi8 #Sprachenzentrum #Sprache"
"21569249","linksan","Linnea S Lange","🇸🇪🇬🇧🇺🇸 background. Liberal. Feminist. Norrlänning. PR @Westander Politik och Opinion. Opinions are my own.",1165,19858,1964,"Sun Feb 22 14:51:11 +0000 2009","Stockholm, Sweden","en","Central America","893854611060207617","Sat Aug 05 15:22:00 +0000 2017","All these wonderful quotes from magazines on @BarackObama's bday are making me cry. I miss having someone sensible in the White House."
"2160262890","ANUcass","ANU CASS","News, research and events from the ANU College of Arts and Social Sciences.",2350,9946,689,"Mon Oct 28 05:51:21 +0000 2013","Canberra","en","Brisbane","895429521880498177","Wed Aug 09 23:40:08 +0000 2017","RT @ANU_Press: ANU Press is proud to publish the first volume in this new series, The Human Voyage: Undergraduate Research in Biological #A…"
"216122857","robfordmancs","Rob Ford","Professor of Political Science, Manchester University. Author, @RevoltonRight Editor, @sexliesvotes In God we trust, all others require data Dr B Fisher",18011,89941,1687,"Mon Nov 15 21:16:04 +0000 2010","Manchester, England","en","London","895402044500193281","Wed Aug 09 21:50:57 +0000 2017","RT @stephenkb: Now take a minute/and click right here/to read my thoughts on the Fresh Prince of Bel-Air: https://t.co/8AhX8yRW7N"
"2166828715","VGravey","Viviane Gravey","Lecturer in European Politics @HAPPatQUB Interested in EU politics, Envi+Agri  #Brexit, collaborating with @BrexitEnv . blogs at @EnvEurope",1154,10329,1321,"Thu Oct 31 15:40:17 +0000 2013","Belfast, Northern Ireland","en",NA,"895382571600818176","Wed Aug 09 20:33:35 +0000 2017","RT @CartoonRalph: @GeorgeMonbiot this is from our upcoming toolkit on this issue, thought it matched your article quite well. https://t.co/…"
"216704460","smthgsmthg","Maria Sobolewska","Political scientist. Interested in race, immigrant integration and Muslims in Britain. Check out http://t.co/lwQE8lC7aq and https://t.co/wLoV9nTN6g",1122,1629,435,"Wed Nov 17 13:52:42 +0000 2010","Manchester, UK","en",NA,"885496594547789825","Thu Jul 13 13:50:14 +0000 2017","RT @EthnicityUK: @smthgsmthg speaking later today at #CESConf about the representation of BAME minorities in Parliament https://t.co/qpmBjt…"
"217313010","NTUsg","NTU Singapore","Official Twitter feed for Nanyang Technological University, Singapore. Follow us for announcements, campus news and event updates.",10976,2475,76,"Fri Nov 19 04:47:03 +0000 2010","Singapore","en","Singapore","895212552522575873","Wed Aug 09 09:17:59 +0000 2017","Cheer on with #NTUsg social robot Edgar at Singapore’s annual birthday party. #NDP2017 #OneNationTogether https://t.co/FOlYIWGqpq"
"217758017","b_judah","Ben Judah","Writer, working on a book for @picadorbooks. Author of 'This Is London' and 'Fragile Empire'. Photos mostly on Instagram: @b_judah.",34096,40055,4143,"Sat Nov 20 12:57:57 +0000 2010","Washington, DC","en",NA,"895410697118650369","Wed Aug 09 22:25:20 +0000 2017","What a disgrace.  https://t.co/fDlslJJljI"
"217944847","ilketoygur","Ilke Toygür","PhD in PolSci, Analyst (@rielcano) & Lecturer (@uc3m) - European politics, elections (special focus - EP), political parties and -inevitably- Turkish politics.",1459,3303,1044,"Sun Nov 21 00:07:52 +0000 2010","Madrid & Istanbul","en","Madrid","893164200289333249","Thu Aug 03 17:38:34 +0000 2017","RT @ianbremmer: % of public who think their country is on the right track, July 2017

China 87% 
India 74% 
Russia 57%
US 43%
Turkey 36% 
B…"
"2187553279","PeaceEdProject","Peace Education","Delineating the link between #politics and #peaceeducation | Expect tweets about #conflict, #historytextbooks, #humanrights, #sexism and #Cyprus",457,2499,420,"Mon Nov 11 02:38:32 +0000 2013","","en-gb",NA,"672429892198342657","Thu Dec 03 14:59:14 +0000 2015","RT @EspenBarthEide: A good discussion with #UBPs @Hseyinzgrgn about core elements of a #Cyprus settlement and the way ahead. https://t.co/0…"
"21895544","emireland","European Movement","Independent, not-for-profit organisation working to develop the connection between Ireland & Europe & encourage debate on European issues. Tweets by Comms Team.",6797,12166,2931,"Wed Feb 25 18:02:13 +0000 2009","Dublin, Ireland","en","Dublin","895312541173395456","Wed Aug 09 15:55:18 +0000 2017","Bank of England warns Brexit will put strain on regulatory resources via @guardian
https://t.co/j1voVutTgL"
"2193197946","Kingspol_econ","PoliticalEconomy@KC","News, events & more from the Department of Political Economy, King's College London.",2021,1811,1226,"Thu Nov 14 00:25:13 +0000 2013","London","en-gb","Casablanca","894560635782090753","Mon Aug 07 14:07:30 +0000 2017","Professor @jdportes discusses 'Brexit debate' in his recent article in @Independent: https://t.co/paS3PjUAQt"
"2194697041","ECPG3","ECPG","ECPG is the European Conference in Politics and Gender. See you all in Amsterdam for #ecpg19",596,204,92,"Thu Nov 14 18:52:40 +0000 2013","","en-gb",NA,"895269852356771841","Wed Aug 09 13:05:40 +0000 2017","#NewProfilePic https://t.co/R1BwyUGR17"
"2194742244","LSESUEuroSoc","LSESUEuropeanSociety","LSE Students’ Union European Society. It’s all about debating, learning, challenging & deciding Europe. RT≠E",674,386,1370,"Thu Nov 14 19:28:34 +0000 2013","London","en-gb","London","859022272115429376","Mon May 01 12:30:44 +0000 2017","RT @JeremyCliffe: Today's FAZ report on May's disastrous dinner with Juncker - briefed by senior Commission sources - is absolutely damning."
"220732741","DrRobBellamy","Rob Bellamy","James Martin Research Fellow in the Institute for Science, Innovation and Society (@InSIS) at the University of Oxford (@UniofOxford)",412,748,323,"Sun Nov 28 17:42:20 +0000 2010","Oxford, UK","en","London","890205701498392580","Wed Jul 26 13:42:33 +0000 2017","RT @watsonjim2: More positive news for UK energy transition, esp after pledges on storage &amp; market reform. But why wait til 2040? https://t…"
"22125489","policynetwork","Policy Network","Leading thinktank and international political network. Providing progressive solutions to the challenges of the 21st century.",20508,12433,2778,"Fri Feb 27 09:53:40 +0000 2009","London","en","London","895241248809897984","Wed Aug 09 11:12:01 +0000 2017","New political movement New Democracy aims to return Democrats to winning elections in Republian strongholds. https://t.co/DXHoZBdyIC"
"22127500","uniinnsbruck","Uni Innsbruck","Hier twittern @melaniebartos, @danielapuempel, @SHohenwarter und @christianflatz für die Universität Innsbruck, Österreich. https://t.co/BVvkyfTYaW",8231,2720,5081,"Fri Feb 27 10:32:57 +0000 2009","Innsbruck, Austria","de","Vienna","895249816518873089","Wed Aug 09 11:46:03 +0000 2017","Politikwissenschaftler @sennmartin im Ö1-Mittagsjournal zum Drohpotenzial #Nordkorea|s: https://t.co/TAveqGrJaj"
"221345472","InterpolAber","Interpol Aberystwyth","Adran Gwleidyddiaeth Ryngwladol Prifysgol Aberystwyth/Department of International Politics at Aberystwyth University",2202,3496,480,"Tue Nov 30 12:13:02 +0000 2010","Aberystwyth, Wales, UK","en","London","895243414865924096","Wed Aug 09 11:20:37 +0000 2017","RT @johngrattan01: Well done @InterpolAber explaining the world to students for 100 years and still doing an outstanding job of it. https:/…"
"2215540524","EmeraldPolSci","EmeraldPolitics&Pol","Emerald Politics & Policy publishes international research on Public Policy, Public Admin/Management, Public Service Provision and Political Science.",329,974,561,"Tue Nov 26 11:11:57 +0000 2013","","en-gb","London","895284038650531844","Wed Aug 09 14:02:03 +0000 2017","You shouldn't feel like you have to buy them *all* because it's #BookLoversDay - just pick your favourite ten...… https://t.co/qRtiErjsPw"
